model	language	task	perturbation	probing_location	dev_acc	test_acc
XLM-RoBERTa	Finnish	verbform_verb	next1	first	0.9104477611940298	0.9196872778962331
XLM-RoBERTa	Finnish	verbform_verb	permute	first	0.8365316275764038	0.8322672352523098
XLM-RoBERTa	Finnish	verbform_verb	permute	last	0.9232409381663114	0.937455579246624
XLM-RoBERTa	Finnish	verbform_verb	prev1	last	0.9076048329779673	0.9040511727078892
XLM-RoBERTa	Finnish	verbform_verb		first	0.8976545842217484	0.8464818763326225
XLM-RoBERTa	Finnish	verbform_verb		last	0.9580668088130775	0.9737029140014215
XLM-RoBERTa	Finnish	voice_verb	next1	first	0.9521428571428572	0.9285714285714286
XLM-RoBERTa	Finnish	voice_verb	permute	first	0.8742857142857143	0.8435714285714285
XLM-RoBERTa	Finnish	voice_verb	permute	last	0.9528571428571428	0.915
XLM-RoBERTa	Finnish	voice_verb	prev1	last	0.9464285714285714	0.9235714285714286
XLM-RoBERTa	Finnish	voice_verb		first	0.9114285714285714	0.8721428571428572
XLM-RoBERTa	Finnish	voice_verb		last	0.9657142857142856	0.9328571428571429
XLM-RoBERTa	French	gender_adj	next1	first	0.8	0.7178571428571427
XLM-RoBERTa	French	gender_adj	permute	first	0.6621428571428571	0.665
XLM-RoBERTa	French	gender_adj	permute	last	0.8385714285714286	0.8885714285714286
XLM-RoBERTa	French	gender_adj	prev1	last	0.705	0.7299999999999999
XLM-RoBERTa	French	gender_adj		first	0.7392857142857142	0.7242857142857143
XLM-RoBERTa	French	gender_adj		last	0.9935714285714285	0.9664285714285714
XLM-RoBERTa	French	gender_noun	next1	first	0.8464285714285714	0.8692857142857143
XLM-RoBERTa	French	gender_noun	permute	first	0.7957142857142857	0.8685714285714285
XLM-RoBERTa	French	gender_noun	permute	last	0.8757142857142857	0.9192857142857144
XLM-RoBERTa	French	gender_noun	prev1	last	0.8978571428571429	0.915
XLM-RoBERTa	French	gender_noun		first	0.8778571428571428	0.9271428571428572
XLM-RoBERTa	French	gender_noun		last	0.91	0.9571428571428572
XLM-RoBERTa	French	gender_verb	next1	first	0.9142857142857144	0.88
XLM-RoBERTa	French	gender_verb	permute	first	0.845	0.8342857142857143
XLM-RoBERTa	French	gender_verb	permute	last	0.9928571428571429	0.9871428571428572
XLM-RoBERTa	French	gender_verb	prev1	last	0.8571428571428571	0.8678571428571429
XLM-RoBERTa	French	gender_verb		first	0.8514285714285714	0.8471428571428571
XLM-RoBERTa	French	gender_verb		last	1.0	0.99
XLM-RoBERTa	French	number_adj	next1	first	0.9307142857142858	0.9021428571428572
XLM-RoBERTa	French	number_adj	permute	first	0.9078571428571429	0.8964285714285715
XLM-RoBERTa	French	number_adj	permute	last	0.9914285714285713	0.9664285714285714
XLM-RoBERTa	French	number_adj	prev1	last	0.9578571428571429	0.9400000000000001
XLM-RoBERTa	French	number_adj		first	0.9507142857142856	0.9342857142857143
XLM-RoBERTa	French	number_adj		last	0.995	0.9692857142857143
XLM-RoBERTa	French	number_noun	next1	first	0.9378571428571428	0.95
XLM-RoBERTa	French	number_noun	permute	first	0.9042857142857142	0.937857142857143
XLM-RoBERTa	French	number_noun	permute	last	0.9435714285714285	0.9828571428571429
XLM-RoBERTa	French	number_noun	prev1	last	0.9621428571428571	0.985
XLM-RoBERTa	French	number_noun		first	0.9528571428571428	0.9742857142857143
XLM-RoBERTa	French	number_noun		last	0.9642857142857143	0.9942857142857143
XLM-RoBERTa	French	number_verb	next1	first	0.9464285714285714	0.92
XLM-RoBERTa	French	number_verb	permute	first	0.9142857142857144	0.8971428571428571
XLM-RoBERTa	French	number_verb	permute	last	0.995	0.9921428571428572
XLM-RoBERTa	French	number_verb	prev1	last	0.9428571428571428	0.8835714285714287
XLM-RoBERTa	French	number_verb		first	0.9400000000000001	0.915
XLM-RoBERTa	French	number_verb		last	1.0	0.9928571428571429
XLM-RoBERTa	French	tense_verb	next1	first	0.8735714285714286	0.8182461103253182
XLM-RoBERTa	French	tense_verb	permute	first	0.7757142857142857	0.7538896746817539
XLM-RoBERTa	French	tense_verb	permute	last	0.9514285714285714	0.9193776520509195
XLM-RoBERTa	French	tense_verb	prev1	last	0.8428571428571427	0.7842998585572843
XLM-RoBERTa	French	tense_verb		first	0.8214285714285714	0.7107496463932107
XLM-RoBERTa	French	tense_verb		last	0.9742857142857143	0.9405940594059405
XLM-RoBERTa	French	verbform_verb	next1	first	0.9346126510305615	0.9189765458422174
XLM-RoBERTa	French	verbform_verb	permute	first	0.8955223880597015	0.8791755508173419
XLM-RoBERTa	French	verbform_verb	permute	last	0.9872068230277186	0.982231698649609
XLM-RoBERTa	French	verbform_verb	prev1	last	0.9687277896233121	0.9253731343283583
XLM-RoBERTa	French	verbform_verb		first	0.9765458422174841	0.929637526652452
XLM-RoBERTa	French	verbform_verb		last	0.9928926794598437	0.9936034115138593
XLM-RoBERTa	German	case_adj	next1	first	0.6221428571428572	0.6864285714285714
XLM-RoBERTa	German	case_adj	permute	first	0.40214285714285714	0.3964285714285714
XLM-RoBERTa	German	case_adj	permute	last	0.5728571428571428	0.525
XLM-RoBERTa	German	case_adj	prev1	last	0.67	0.6521428571428572
XLM-RoBERTa	German	case_adj		first	0.74	0.6764285714285715
XLM-RoBERTa	German	case_adj		last	0.9307142857142858	0.8914285714285715
XLM-RoBERTa	German	case_noun	next1	first	0.6542857142857142	0.6407142857142858
XLM-RoBERTa	German	case_noun	permute	first	0.29642857142857143	0.3628571428571429
XLM-RoBERTa	German	case_noun	permute	last	0.4857142857142857	0.48214285714285715
XLM-RoBERTa	German	case_noun	prev1	last	0.6485714285714286	0.6435714285714286
XLM-RoBERTa	German	case_noun		first	0.6014285714285714	0.6457142857142858
XLM-RoBERTa	German	case_noun		last	0.8028571428571428	0.7985714285714286
XLM-RoBERTa	German	case_propn	next1	first	0.6342857142857143	0.5878571428571429
XLM-RoBERTa	German	case_propn	permute	first	0.33	0.3814285714285714
XLM-RoBERTa	German	case_propn	permute	last	0.4542857142857143	0.44357142857142856
XLM-RoBERTa	German	case_propn	prev1	last	0.6257142857142857	0.5885714285714286
XLM-RoBERTa	German	case_propn		first	0.6264285714285714	0.5978571428571428
XLM-RoBERTa	German	case_propn		last	0.7228571428571428	0.7
XLM-RoBERTa	German	gender_adj	next1	first	0.6	0.6133617626154939
XLM-RoBERTa	German	gender_adj	permute	first	0.4414285714285714	0.43070362473347545
XLM-RoBERTa	German	gender_adj	permute	last	0.5328571428571429	0.5543710021321961
XLM-RoBERTa	German	gender_adj	prev1	last	0.5478571428571428	0.5110163468372424
XLM-RoBERTa	German	gender_adj		first	0.5271428571428571	0.5266524520255863
XLM-RoBERTa	German	gender_adj		last	0.7857142857142857	0.7882018479033405
XLM-RoBERTa	German	gender_noun	next1	first	0.7164179104477613	0.7775408670931059
XLM-RoBERTa	German	gender_noun	permute	first	0.5181236673773987	0.5493958777540867
XLM-RoBERTa	German	gender_noun	permute	last	0.8244491826581378	0.8116560056858564
XLM-RoBERTa	German	gender_noun	prev1	last	0.7469793887704335	0.7085998578535893
XLM-RoBERTa	German	gender_noun		first	0.6055437100213219	0.5778251599147122
XLM-RoBERTa	German	gender_noun		last	0.8663823738450603	0.8557213930348259
XLM-RoBERTa	German	gender_propn	next1	first	0.6728571428571428	0.6666666666666667
XLM-RoBERTa	German	gender_propn	permute	first	0.5535714285714286	0.5465529495380241
XLM-RoBERTa	German	gender_propn	permute	last	0.5957142857142858	0.5891968727789623
XLM-RoBERTa	German	gender_propn	prev1	last	0.6507142857142857	0.6275764036958067
XLM-RoBERTa	German	gender_propn		first	0.6728571428571428	0.6744847192608387
XLM-RoBERTa	German	gender_propn		last	0.7299999999999999	0.7057569296375267
XLM-RoBERTa	German	number_adj	next1	first	0.9278571428571428	0.85
XLM-RoBERTa	German	number_adj	permute	first	0.6642857142857144	0.5957142857142858
XLM-RoBERTa	German	number_adj	permute	last	0.7092857142857143	0.6778571428571428
XLM-RoBERTa	German	number_adj	prev1	last	0.8921428571428571	0.9228571428571428
XLM-RoBERTa	German	number_adj		first	0.8821428571428571	0.8957142857142858
XLM-RoBERTa	German	number_adj		last	0.9721428571428571	0.9742857142857143
XLM-RoBERTa	German	number_noun	next1	first	0.8792857142857143	0.8321428571428571
XLM-RoBERTa	German	number_noun	permute	first	0.7757142857142857	0.7414285714285713
XLM-RoBERTa	German	number_noun	permute	last	0.9064285714285715	0.8821428571428571
XLM-RoBERTa	German	number_noun	prev1	last	0.9421428571428571	0.9171428571428571
XLM-RoBERTa	German	number_noun		first	0.8885714285714286	0.8371428571428571
XLM-RoBERTa	German	number_noun		last	0.9742857142857143	0.9357142857142857
XLM-RoBERTa	German	number_verb	next1	first	0.9128571428571429	0.8878571428571428
XLM-RoBERTa	German	number_verb	permute	first	0.8878571428571428	0.8857142857142858
XLM-RoBERTa	German	number_verb	permute	last	0.9799999999999999	1.0
XLM-RoBERTa	German	number_verb	prev1	last	0.9121428571428571	0.9042857142857142
XLM-RoBERTa	German	number_verb		first	0.9178571428571429	0.8864285714285715
XLM-RoBERTa	German	number_verb		last	0.9792857142857142	1.0
XLM-RoBERTa	German	tense_verb	next1	first	0.8864285714285715	0.85
XLM-RoBERTa	German	tense_verb	permute	first	0.8364285714285714	0.8085714285714286
XLM-RoBERTa	German	tense_verb	permute	last	0.9335714285714286	0.8564285714285714
XLM-RoBERTa	German	tense_verb	prev1	last	0.8885714285714286	0.8385714285714286
XLM-RoBERTa	German	tense_verb		first	0.8628571428571429	0.8528571428571429
XLM-RoBERTa	German	tense_verb		last	0.9428571428571428	0.87
XLM-RoBERTa	German	verbform_verb	next1	first	0.9057142857142857	0.8777540867093105
XLM-RoBERTa	German	verbform_verb	permute	first	0.8528571428571429	0.8102345415778253
XLM-RoBERTa	German	verbform_verb	permute	last	0.9178571428571429	0.8742004264392325
XLM-RoBERTa	German	verbform_verb	prev1	last	0.8957142857142858	0.8841506751954513
XLM-RoBERTa	German	verbform_verb		first	0.9492857142857142	0.9090262970859985
XLM-RoBERTa	German	verbform_verb		last	0.97	0.9459843638948117
XLM-RoBERTa	Greek	aspect_verb	next1	first	0.8385714285714286	0.8728571428571429
XLM-RoBERTa	Greek	aspect_verb	permute	first	0.8278571428571428	0.8892857142857142
XLM-RoBERTa	Greek	aspect_verb	permute	last	0.9685714285714285	0.96
XLM-RoBERTa	Greek	aspect_verb	prev1	last	0.9085714285714286	0.9
XLM-RoBERTa	Greek	aspect_verb		first	0.8492857142857143	0.9264285714285715
XLM-RoBERTa	Greek	aspect_verb		last	0.975	0.975
XLM-RoBERTa	Greek	case_noun	next1	first	0.845771144278607	0.7938877043354655
XLM-RoBERTa	Greek	case_noun	permute	first	0.6886993603411514	0.6780383795309168
XLM-RoBERTa	Greek	case_noun	permute	last	0.7604832977967305	0.7135749822316987
XLM-RoBERTa	Greek	case_noun	prev1	last	0.8763326226012793	0.8528784648187633
XLM-RoBERTa	Greek	case_noun		first	0.9246624022743426	0.8969438521677329
XLM-RoBERTa	Greek	case_noun		last	0.9793887704335466	0.9459843638948117
XLM-RoBERTa	Greek	gender_noun	next1	first	0.7810945273631841	0.806680881307747
XLM-RoBERTa	Greek	gender_noun	permute	first	0.7938877043354655	0.7619047619047619
XLM-RoBERTa	Greek	gender_noun	permute	last	0.8955223880597015	0.9104477611940299
XLM-RoBERTa	Greek	gender_noun	prev1	last	0.8663823738450603	0.8557213930348259
XLM-RoBERTa	Greek	gender_noun		first	0.820184790334044	0.7789623312011372
XLM-RoBERTa	Greek	gender_noun		last	0.9509594882729211	0.9310589907604834
XLM-RoBERTa	Greek	number_noun	next1	first	0.9664285714285714	0.9492857142857142
XLM-RoBERTa	Greek	number_noun	permute	first	0.9521428571428572	0.9464285714285714
XLM-RoBERTa	Greek	number_noun	permute	last	0.995	0.9842857142857142
XLM-RoBERTa	Greek	number_noun	prev1	last	0.9785714285714285	0.9735714285714285
XLM-RoBERTa	Greek	number_noun		first	0.9785714285714285	0.9892857142857142
XLM-RoBERTa	Greek	number_noun		last	1.0	1.0
XLM-RoBERTa	Greek	voice_verb	next1	first	0.9507142857142856	0.9221428571428572
XLM-RoBERTa	Greek	voice_verb	permute	first	0.8992857142857142	0.9007142857142857
XLM-RoBERTa	Greek	voice_verb	permute	last	0.97	0.965
XLM-RoBERTa	Greek	voice_verb	prev1	last	0.9642857142857143	0.9335714285714286
XLM-RoBERTa	Greek	voice_verb		first	0.9542857142857143	0.9371428571428572
XLM-RoBERTa	Greek	voice_verb		last	0.9799999999999999	0.96
XLM-RoBERTa	Hebrew	gender_noun	next1	first	0.9264285714285715	0.9428571428571428
XLM-RoBERTa	Hebrew	gender_noun	permute	first	0.9	0.8964285714285715
XLM-RoBERTa	Hebrew	gender_noun	permute	last	0.965	0.9571428571428571
XLM-RoBERTa	Hebrew	gender_noun	prev1	last	0.9207142857142857	0.9035714285714286
XLM-RoBERTa	Hebrew	gender_noun		first	0.9264285714285715	0.8942857142857142
XLM-RoBERTa	Hebrew	gender_noun		last	0.9799999999999999	0.9607142857142856
XLM-RoBERTa	Hebrew	gender_verb	next1	first	0.7814285714285715	0.7792857142857142
XLM-RoBERTa	Hebrew	gender_verb	permute	first	0.7814285714285715	0.7692857142857142
XLM-RoBERTa	Hebrew	gender_verb	permute	last	0.8307142857142856	0.7671428571428571
XLM-RoBERTa	Hebrew	gender_verb	prev1	last	0.8007142857142858	0.76
XLM-RoBERTa	Hebrew	gender_verb		first	0.8292857142857143	0.7957142857142857
XLM-RoBERTa	Hebrew	gender_verb		last	0.8614285714285714	0.8014285714285715
XLM-RoBERTa	Hebrew	hebbinyan_verb	next1	first	0.7583511016346838	0.6980999296270233
XLM-RoBERTa	Hebrew	hebbinyan_verb	permute	first	0.736318407960199	0.7149894440534835
XLM-RoBERTa	Hebrew	hebbinyan_verb	permute	last	0.6638237384506042	0.5953553835327234
XLM-RoBERTa	Hebrew	hebbinyan_verb	prev1	last	0.7221037668798863	0.7459535538353271
XLM-RoBERTa	Hebrew	hebbinyan_verb		first	0.7896233120113717	0.7353976073187896
XLM-RoBERTa	Hebrew	hebbinyan_verb		last	0.7313432835820896	0.5707248416608023
XLM-RoBERTa	Hebrew	number_noun	next1	first	0.9478571428571428	0.9507142857142856
XLM-RoBERTa	Hebrew	number_noun	permute	first	0.9228571428571428	0.91
XLM-RoBERTa	Hebrew	number_noun	permute	last	0.9792857142857142	0.9842857142857142
XLM-RoBERTa	Hebrew	number_noun	prev1	last	0.9450000000000001	0.9185714285714287
XLM-RoBERTa	Hebrew	number_noun		first	0.9792857142857142	0.9507142857142856
XLM-RoBERTa	Hebrew	number_noun		last	0.99	0.9857142857142858
XLM-RoBERTa	Hebrew	number_verb	next1	first	0.9092857142857144	0.9314285714285715
XLM-RoBERTa	Hebrew	number_verb	permute	first	0.9335714285714286	0.9064285714285715
XLM-RoBERTa	Hebrew	number_verb	permute	last	0.9792857142857142	0.9871428571428572
XLM-RoBERTa	Hebrew	number_verb	prev1	last	0.9371428571428572	0.9492857142857142
XLM-RoBERTa	Hebrew	number_verb		first	0.9821428571428571	0.9471428571428572
XLM-RoBERTa	Hebrew	number_verb		last	0.9807142857142858	0.9907142857142857
XLM-RoBERTa	Hindi	case_adj	next1	first	0.8542857142857142	0.8021428571428572
XLM-RoBERTa	Hindi	case_adj	permute	first	0.6371428571428571	0.6278571428571428
XLM-RoBERTa	Hindi	case_adj	permute	last	0.6557142857142857	0.725
XLM-RoBERTa	Hindi	case_adj	prev1	last	0.8235714285714285	0.7542857142857143
XLM-RoBERTa	Hindi	case_adj		first	0.8221428571428572	0.7671428571428571
XLM-RoBERTa	Hindi	case_adj		last	0.9257142857142858	0.8914285714285715
XLM-RoBERTa	Hindi	case_noun	next1	first	0.905	0.8414285714285714
XLM-RoBERTa	Hindi	case_noun	permute	first	0.6492857142857142	0.5771428571428572
XLM-RoBERTa	Hindi	case_noun	permute	last	0.7035714285714285	0.6807142857142857
XLM-RoBERTa	Hindi	case_noun	prev1	last	0.9085714285714286	0.7821428571428573
XLM-RoBERTa	Hindi	case_noun		first	0.9035714285714286	0.8221428571428572
XLM-RoBERTa	Hindi	case_noun		last	0.9714285714285714	0.9292857142857144
XLM-RoBERTa	Hindi	case_propn	next1	first	0.8264285714285714	0.79
XLM-RoBERTa	Hindi	case_propn	permute	first	0.5271428571428571	0.4907142857142857
XLM-RoBERTa	Hindi	case_propn	permute	last	0.5521428571428572	0.55
XLM-RoBERTa	Hindi	case_propn	prev1	last	0.8642857142857142	0.8257142857142856
XLM-RoBERTa	Hindi	case_propn		first	0.8285714285714285	0.7714285714285715
XLM-RoBERTa	Hindi	case_propn		last	0.9235714285714286	0.8921428571428571
XLM-RoBERTa	Hindi	gender_noun	next1	first	0.8021428571428572	0.812142857142857
XLM-RoBERTa	Hindi	gender_noun	permute	first	0.7464285714285713	0.8049999999999999
XLM-RoBERTa	Hindi	gender_noun	permute	last	0.8507142857142858	0.8585714285714285
XLM-RoBERTa	Hindi	gender_noun	prev1	last	0.7964285714285715	0.8571428571428571
XLM-RoBERTa	Hindi	gender_noun		first	0.8142857142857143	0.8557142857142858
XLM-RoBERTa	Hindi	gender_noun		last	0.8785714285714287	0.9064285714285715
XLM-RoBERTa	Hindi	gender_propn	next1	first	0.7357142857142858	0.6685714285714285
XLM-RoBERTa	Hindi	gender_propn	permute	first	0.5792857142857143	0.63
XLM-RoBERTa	Hindi	gender_propn	permute	last	0.7021428571428572	0.7071428571428571
XLM-RoBERTa	Hindi	gender_propn	prev1	last	0.7242857142857143	0.6385714285714286
XLM-RoBERTa	Hindi	gender_propn		first	0.6542857142857142	0.6764285714285714
XLM-RoBERTa	Hindi	gender_propn		last	0.7885714285714286	0.7314285714285714
XLM-RoBERTa	Hindi	number_noun	next1	first	0.8907142857142858	0.8992857142857142
XLM-RoBERTa	Hindi	number_noun	permute	first	0.8157142857142857	0.8607142857142858
XLM-RoBERTa	Hindi	number_noun	permute	last	0.8678571428571429	0.8957142857142858
XLM-RoBERTa	Hindi	number_noun	prev1	last	0.9085714285714286	0.9092857142857144
XLM-RoBERTa	Hindi	number_noun		first	0.9135714285714286	0.9185714285714287
XLM-RoBERTa	Hindi	number_noun		last	0.9521428571428572	0.9578571428571429
XLM-RoBERTa	Hungarian	number[psor]_noun	next1	first	0.9657142857142856	0.9621428571428571
XLM-RoBERTa	Hungarian	number[psor]_noun	permute	first	0.9471428571428572	0.9421428571428571
XLM-RoBERTa	Hungarian	number[psor]_noun	permute	last	0.9835714285714285	0.9764285714285714
XLM-RoBERTa	Hungarian	number[psor]_noun	prev1	last	0.9792857142857142	0.9571428571428571
XLM-RoBERTa	Hungarian	number[psor]_noun		first	0.99	0.9564285714285713
XLM-RoBERTa	Hungarian	number[psor]_noun		last	0.9907142857142857	0.9735714285714285
XLM-RoBERTa	Hungarian	number_noun	next1	first	0.9471428571428572	0.9471428571428572
XLM-RoBERTa	Hungarian	number_noun	permute	first	0.95	0.9485714285714285
XLM-RoBERTa	Hungarian	number_noun	permute	last	0.9871428571428572	0.9714285714285714
XLM-RoBERTa	Hungarian	number_noun	prev1	last	0.9907142857142857	0.955
XLM-RoBERTa	Hungarian	number_noun		first	0.9514285714285714	0.9607142857142856
XLM-RoBERTa	Hungarian	number_noun		last	0.9785714285714285	0.9714285714285714
XLM-RoBERTa	Hungarian	person[psor]_noun	next1	first	0.9642857142857143	0.9342857142857143
XLM-RoBERTa	Hungarian	person[psor]_noun	permute	first	0.9685714285714285	0.9128571428571429
XLM-RoBERTa	Hungarian	person[psor]_noun	permute	last	0.9835714285714285	0.9528571428571428
XLM-RoBERTa	Hungarian	person[psor]_noun	prev1	last	0.9721428571428571	0.9428571428571428
XLM-RoBERTa	Hungarian	person[psor]_noun		first	0.9964285714285713	0.9264285714285715
XLM-RoBERTa	Hungarian	person[psor]_noun		last	0.995	0.9457142857142856
XLM-RoBERTa	Italian	gender_adj	next1	first	0.8549999999999999	0.8442857142857143
XLM-RoBERTa	Italian	gender_adj	permute	first	0.7714285714285715	0.7514285714285714
XLM-RoBERTa	Italian	gender_adj	permute	last	0.9985714285714286	0.8957142857142858
XLM-RoBERTa	Italian	gender_adj	prev1	last	0.85	0.7914285714285715
XLM-RoBERTa	Italian	gender_adj		first	0.8235714285714285	0.7742857142857142
XLM-RoBERTa	Italian	gender_adj		last	1.0	0.9028571428571429
XLM-RoBERTa	Italian	gender_noun	next1	first	0.9064285714285715	0.9128571428571429
XLM-RoBERTa	Italian	gender_noun	permute	first	0.8307142857142856	0.865
XLM-RoBERTa	Italian	gender_noun	permute	last	0.9342857142857143	0.9271428571428572
XLM-RoBERTa	Italian	gender_noun	prev1	last	0.9314285714285715	0.9235714285714286
XLM-RoBERTa	Italian	gender_noun		first	0.95	0.9207142857142857
XLM-RoBERTa	Italian	gender_noun		last	0.9621428571428571	0.9592857142857143
XLM-RoBERTa	Italian	number_adj	next1	first	0.9485714285714285	0.9192857142857144
XLM-RoBERTa	Italian	number_adj	permute	first	0.8757142857142857	0.8735714285714286
XLM-RoBERTa	Italian	number_adj	permute	last	0.9721428571428571	0.9678571428571427
XLM-RoBERTa	Italian	number_adj	prev1	last	0.9321428571428572	0.9214285714285715
XLM-RoBERTa	Italian	number_adj		first	0.9364285714285714	0.9128571428571429
XLM-RoBERTa	Italian	number_adj		last	0.99	0.9742857142857143
XLM-RoBERTa	Italian	number_noun	next1	first	0.9428571428571428	0.9271428571428572
XLM-RoBERTa	Italian	number_noun	permute	first	0.8864285714285715	0.8785714285714287
XLM-RoBERTa	Italian	number_noun	permute	last	0.9714285714285714	0.9442857142857142
XLM-RoBERTa	Italian	number_noun	prev1	last	0.9607142857142856	0.9364285714285714
XLM-RoBERTa	Italian	number_noun		first	0.9728571428571428	0.9421428571428571
XLM-RoBERTa	Italian	number_noun		last	0.9842857142857142	0.9585714285714285
XLM-RoBERTa	Italian	number_verb	next1	first	0.9335714285714286	0.9514285714285714
XLM-RoBERTa	Italian	number_verb	permute	first	0.7928571428571429	0.8742857142857143
XLM-RoBERTa	Italian	number_verb	permute	last	0.9342857142857143	0.9835714285714285
XLM-RoBERTa	Italian	number_verb	prev1	last	0.885	0.8978571428571429
XLM-RoBERTa	Italian	number_verb		first	0.8435714285714285	0.8907142857142858
XLM-RoBERTa	Italian	number_verb		last	0.9664285714285714	0.9814285714285714
XLM-RoBERTa	Italian	person_verb	next1	first	0.865	0.8578571428571429
XLM-RoBERTa	Italian	person_verb	permute	first	0.8014285714285715	0.7921428571428571
XLM-RoBERTa	Italian	person_verb	permute	last	0.9421428571428571	0.905
XLM-RoBERTa	Italian	person_verb	prev1	last	0.8414285714285714	0.8635714285714285
XLM-RoBERTa	Italian	person_verb		first	0.8621428571428572	0.8342857142857143
XLM-RoBERTa	Italian	person_verb		last	0.9542857142857143	0.91
XLM-RoBERTa	Italian	tense_verb	next1	first	0.8435714285714285	0.7857142857142857
XLM-RoBERTa	Italian	tense_verb	permute	first	0.7671428571428571	0.7121428571428571
XLM-RoBERTa	Italian	tense_verb	permute	last	0.9242857142857144	0.8971428571428571
XLM-RoBERTa	Italian	tense_verb	prev1	last	0.825	0.8192857142857142
XLM-RoBERTa	Italian	tense_verb		first	0.8014285714285715	0.7664285714285715
XLM-RoBERTa	Italian	tense_verb		last	0.9385714285714286	0.9171428571428571
XLM-RoBERTa	Italian	verbform_verb	next1	first	0.9514285714285714	0.9299999999999999
XLM-RoBERTa	Italian	verbform_verb	permute	first	0.8735714285714286	0.8507142857142858
XLM-RoBERTa	Italian	verbform_verb	permute	last	0.9521428571428572	0.9614285714285714
XLM-RoBERTa	Italian	verbform_verb	prev1	last	0.9414285714285714	0.9635714285714286
XLM-RoBERTa	Italian	verbform_verb		first	0.9264285714285715	0.937857142857143
XLM-RoBERTa	Italian	verbform_verb		last	0.985	0.985
XLM-RoBERTa	Latin	aspect_verb	next1	first	0.9457142857142856	0.9364285714285714
XLM-RoBERTa	Latin	aspect_verb	permute	first	0.8914285714285715	0.8192857142857143
XLM-RoBERTa	Latin	aspect_verb	permute	last	0.9921428571428572	0.9985714285714286
XLM-RoBERTa	Latin	aspect_verb	prev1	last	0.9807142857142858	0.95
XLM-RoBERTa	Latin	aspect_verb		first	0.9328571428571429	0.8492857142857143
XLM-RoBERTa	Latin	aspect_verb		last	1.0	1.0
XLM-RoBERTa	Latin	case_verb	next1	first	0.7149964463397299	0.657001414427157
XLM-RoBERTa	Latin	case_verb	permute	first	0.48898365316275766	0.4837340876944837
XLM-RoBERTa	Latin	case_verb	permute	last	0.7917555081734186	0.7857142857142857
XLM-RoBERTa	Latin	case_verb	prev1	last	0.7228144989339019	0.6166902404526168
XLM-RoBERTa	Latin	case_verb		first	0.6574271499644634	0.5558698727015559
XLM-RoBERTa	Latin	case_verb		last	0.8635394456289979	0.8295615275813295
XLM-RoBERTa	Latin	gender_adj	next1	first	0.626865671641791	0.5650319829424307
XLM-RoBERTa	Latin	gender_adj	permute	first	0.5188343994314144	0.46766169154228854
XLM-RoBERTa	Latin	gender_adj	permute	last	0.6908315565031983	0.710732054015636
XLM-RoBERTa	Latin	gender_adj	prev1	last	0.5920398009950248	0.5074626865671642
XLM-RoBERTa	Latin	gender_adj		first	0.5842217484008528	0.48898365316275766
XLM-RoBERTa	Latin	gender_adj		last	0.7476901208244492	0.7221037668798863
XLM-RoBERTa	Latin	gender_noun	next1	first	0.742004264392324	0.6510305614783227
XLM-RoBERTa	Latin	gender_noun	permute	first	0.6687988628287135	0.566453447050462
XLM-RoBERTa	Latin	gender_noun	permute	last	0.7611940298507462	0.7014925373134329
XLM-RoBERTa	Latin	gender_noun	prev1	last	0.7299218194740583	0.5970149253731343
XLM-RoBERTa	Latin	gender_noun		first	0.720682302771855	0.6247334754797442
XLM-RoBERTa	Latin	gender_noun		last	0.8166311300639659	0.7569296375266524
XLM-RoBERTa	Latin	gender_verb	next1	first	0.7882018479033405	0.6616915422885572
XLM-RoBERTa	Latin	gender_verb	permute	first	0.6488983653162758	0.5223880597014926
XLM-RoBERTa	Latin	gender_verb	permute	last	0.7761194029850745	0.7164179104477613
XLM-RoBERTa	Latin	gender_verb	prev1	last	0.7085998578535893	0.5785358919687278
XLM-RoBERTa	Latin	gender_verb		first	0.7007818052594172	0.5749822316986496
XLM-RoBERTa	Latin	gender_verb		last	0.8237384506041223	0.759772565742715
XLM-RoBERTa	Latin	mood_verb	next1	first	0.810234541577825	0.7785714285714286
XLM-RoBERTa	Latin	mood_verb	permute	first	0.7370291400142147	0.6628571428571429
XLM-RoBERTa	Latin	mood_verb	permute	last	0.9047619047619048	0.8578571428571429
XLM-RoBERTa	Latin	mood_verb	prev1	last	0.8251599147121534	0.7514285714285714
XLM-RoBERTa	Latin	mood_verb		first	0.820184790334044	0.7299999999999999
XLM-RoBERTa	Latin	mood_verb		last	0.9275053304904051	0.885
XLM-RoBERTa	Latin	number_adj	next1	first	0.8549999999999999	0.8035714285714286
XLM-RoBERTa	Latin	number_adj	permute	first	0.7628571428571428	0.735
XLM-RoBERTa	Latin	number_adj	permute	last	0.8514285714285714	0.8607142857142858
XLM-RoBERTa	Latin	number_adj	prev1	last	0.8364285714285714	0.7942857142857144
XLM-RoBERTa	Latin	number_adj		first	0.8621428571428572	0.7971428571428572
XLM-RoBERTa	Latin	number_adj		last	0.9514285714285714	0.8742857142857143
XLM-RoBERTa	Latin	number_noun	next1	first	0.8864285714285715	0.8071428571428572
XLM-RoBERTa	Latin	number_noun	permute	first	0.8028571428571428	0.7578571428571428
XLM-RoBERTa	Latin	number_noun	permute	last	0.9	0.8092857142857143
XLM-RoBERTa	Latin	number_noun	prev1	last	0.8842857142857143	0.7935714285714287
XLM-RoBERTa	Latin	number_noun		first	0.89	0.7807142857142857
