batch_size	bow	commit_hash	dataset_class	dev_file	dropout	early_stopping_monitor	early_stopping_window	epochs	generate_empty_subdir	layer_pooling	lr_decay	mask_positions	min_epochs	mlp_layers	mlp_nonlinearity	model	model_name	numpy_random_seed	optimizer	optimizer_kwargs	overwrite_model	randomize_embedding_weights	remove_diacritics	save_metric	save_min_epoch	shift_target	shuffle_batches	sort_data_by_length	subword_pooling	target_only	tokenize_n_chars	torch_random_seed	train_base_model	train_file	train_size	use_character_tokenization	dev_acc	dev_loss	dev_size	epochs_run	exception	gpu	node	parameters	running_time	start_time	train_acc	train_loss	train_acc_list	dev_F_score	dev_acc_list	test_F_score	test_acc	experiment_dir
128	False	144019f3483686cda974b27cc2a027f88027b19d	SentenceProberDataset	/home1/morph/botond/hungarian_morph_probes/number_verb/Hungarian/dev.tsv	0.2	both	5	200	True	weighted_sum	False	[]	0	[50]	ReLU	SentenceRepresentationProber	xlm-roberta-base	534560444	Adam	{}	True	False	False	dev_acc	0	-2	True	True	first	False	0	749503294	False	/home1/morph/botond/hungarian_morph_probes/number_verb/Hungarian/train.tsv	2000	False	0.675	[0.6824881732463837, 0.6648635268211365, 0.6647299230098724, 0.6358426809310913, 0.6297844350337982, 0.6258623600006104, 0.6310139894485474, 0.6259414851665497, 0.6339421570301056, 0.6284753084182739, 0.6373880505561829, 0.6466419994831085, 0.675273060798645, 0.6607862710952759, 0.6734077632427216, 0.670873373746872]	200	16		Tesla V100-PCIE-16GB	cn04	38565	0 days 00:00:45.731438	2021-11-14 18:23:59.961900	[0.549, 0.631, 0.669, 0.701, 0.729, 0.758, 0.7775, 0.7955, 0.803, 0.8235, 0.846, 0.85, 0.858, 0.8815, 0.884, 0.8975]	[0.6865420304238796, 0.6541811414062977, 0.6212877295911312, 0.5851724781095982, 0.545410331338644, 0.5100451745092869, 0.4786344040185213, 0.4458492323756218, 0.4246373660862446, 0.39679292775690556, 0.37136223167181015, 0.3497672639787197, 0.3271134216338396, 0.30887890607118607, 0.28594864159822464, 0.26815252378582954]	[0.549, 0.631, 0.669, 0.701, 0.729, 0.758, 0.7775, 0.7955, 0.803, 0.8235, 0.846, 0.85, 0.858, 0.8815, 0.884, 0.8975]	0.6731615336266499	[0.58, 0.6, 0.565, 0.62, 0.635, 0.645, 0.645, 0.65, 0.625, 0.66, 0.66, 0.65, 0.645, 0.655, 0.615, 0.675]	0.7037483367226531	0.705	/home1/morph/botond/exps/hung/xlm_prev_next_two/0000
128	False	144019f3483686cda974b27cc2a027f88027b19d	SentenceProberDataset	/home1/morph/botond/hungarian_morph_probes/number_verb/Hungarian/dev.tsv	0.2	both	5	200	True	weighted_sum	False	[]	0	[50]	ReLU	SentenceRepresentationProber	xlm-roberta-base	1795267378	Adam	{}	True	False	False	dev_acc	0	2	True	True	first	False	0	972808116	False	/home1/morph/botond/hungarian_morph_probes/number_verb/Hungarian/train.tsv	2000	False	0.885	[0.4899473488330841, 0.38215208053588867, 0.3551923483610153, 0.3451557457447052, 0.3380422592163086, 0.3336479216814041, 0.3416062146425247, 0.337404802441597, 0.3365595042705536, 0.3455362021923065, 0.3555046021938324, 0.35231147706508636, 0.356671541929245, 0.3547043651342392, 0.35785575211048126, 0.3652595728635788, 0.36361172795295715, 0.3659173548221588, 0.3907386213541031, 0.3861176669597626, 0.3836963176727295, 0.39505942165851593, 0.4045964628458023, 0.4075428247451782]	200	24		Tesla V100-PCIE-16GB	cn04	38565	0 days 00:00:44.656486	2021-11-14 18:24:58.865254	[0.688, 0.809, 0.8255, 0.8395, 0.8735, 0.8885, 0.8965, 0.91, 0.9175, 0.92, 0.9285, 0.939, 0.937, 0.946, 0.957, 0.959, 0.9625, 0.9705, 0.969, 0.973, 0.971, 0.9815, 0.9825, 0.9835]	[0.614782452583313, 0.45130339078605175, 0.3741647284477949, 0.33485452458262444, 0.30161490198224783, 0.2722515817731619, 0.25269664265215397, 0.23044245596975088, 0.21791154891252518, 0.20252016466110945, 0.19022407941520214, 0.1750983172096312, 0.16788501851260662, 0.1517490278929472, 0.13844352820888162, 0.12710385536774993, 0.12379007460549474, 0.1116365953348577, 0.10644319467246532, 0.09996952302753925, 0.09523092908784747, 0.08161947480402887, 0.07775741536170244, 0.07226724340580404]	[0.688, 0.809, 0.8255, 0.8395, 0.8735, 0.8885, 0.8965, 0.91, 0.9175, 0.92, 0.9285, 0.939, 0.937, 0.946, 0.957, 0.959, 0.9625, 0.9705, 0.969, 0.973, 0.971, 0.9815, 0.9825, 0.9835]	0.8846510694851927	[0.845, 0.865, 0.865, 0.845, 0.855, 0.865, 0.86, 0.87, 0.865, 0.865, 0.865, 0.865, 0.875, 0.87, 0.875, 0.86, 0.87, 0.875, 0.885, 0.885, 0.865, 0.875, 0.875, 0.865]	0.8299829982998299	0.83	/home1/morph/botond/exps/hung/xlm_prev_next_two/0001
128	False	144019f3483686cda974b27cc2a027f88027b19d	SentenceProberDataset	/home1/morph/botond/hungarian_morph_probes/number_verb/Hungarian/dev.tsv	0.2	both	5	200	True	weighted_sum	False	[]	0	[50]	ReLU	SentenceRepresentationProber	xlm-roberta-base	1779258244	Adam	{}	True	False	False	dev_acc	0	-2	True	True	last	False	0	929001382	False	/home1/morph/botond/hungarian_morph_probes/number_verb/Hungarian/train.tsv	2000	False	0.78	[0.6640902459621429, 0.6345413029193878, 0.5978434383869171, 0.5579090714454651, 0.5441302061080933, 0.5348631739616394, 0.522053450345993, 0.5098215341567993, 0.4934309720993042, 0.49756650626659393, 0.5089064240455627, 0.4945603162050247, 0.5112040936946869, 0.509496420621872, 0.5217736065387726, 0.5197512209415436]	200	16		Tesla V100-PCIE-16GB	cn04	38565	0 days 00:00:33.500908	2021-11-14 18:25:56.033849	[0.5495, 0.6605, 0.6925, 0.735, 0.7705, 0.7875, 0.8245, 0.836, 0.86, 0.872, 0.89, 0.9025, 0.9135, 0.928, 0.936, 0.946]	[0.6856858767569065, 0.6349345557391644, 0.588728278875351, 0.5430319029837847, 0.5002221688628197, 0.4657830409705639, 0.42584397457540035, 0.39737297408282757, 0.3617272209376097, 0.3341470044106245, 0.30825065542012453, 0.28071792982518673, 0.26422723568975925, 0.2368919374421239, 0.21592409070581198, 0.19833935517817736]	[0.5495, 0.6605, 0.6925, 0.735, 0.7705, 0.7875, 0.8245, 0.836, 0.86, 0.872, 0.89, 0.9025, 0.9135, 0.928, 0.936, 0.946]	0.77997799779978	[0.62, 0.63, 0.685, 0.735, 0.74, 0.75, 0.765, 0.76, 0.77, 0.78, 0.76, 0.76, 0.755, 0.775, 0.76, 0.775]	0.7149928748218706	0.715	/home1/morph/botond/exps/hung/xlm_prev_next_two/0002
128	False	144019f3483686cda974b27cc2a027f88027b19d	SentenceProberDataset	/home1/morph/botond/hungarian_morph_probes/number_verb/Hungarian/dev.tsv	0.2	both	5	200	True	weighted_sum	False	[]	0	[50]	ReLU	SentenceRepresentationProber	xlm-roberta-base	134967530	Adam	{}	True	False	False	dev_acc	0	2	True	True	last	False	0	1909360378	False	/home1/morph/botond/hungarian_morph_probes/number_verb/Hungarian/train.tsv	2000	False	0.715	[0.6899619996547699, 0.6757230758666992, 0.6603362262248993, 0.6445178687572479, 0.6231945753097534, 0.6370957493782043, 0.6093993782997131, 0.6115517616271973, 0.6131739318370819, 0.6106636822223663, 0.6203976273536682, 0.6142327189445496, 0.6017492711544037, 0.614288866519928, 0.6428604423999786, 0.6205400228500366, 0.6488426029682159, 0.6604703068733215, 0.6611744463443756]	200	19		Tesla V100-PCIE-16GB	cn04	38565	0 days 00:00:30.520761999	2021-11-14 18:26:45.348348	[0.525, 0.623, 0.673, 0.688, 0.7115, 0.7515, 0.7525, 0.7905, 0.8, 0.816, 0.8325, 0.848, 0.87, 0.864, 0.8925, 0.8955, 0.907, 0.913, 0.911]	[0.6961445361375809, 0.666994534432888, 0.6386889256536961, 0.6037059165537357, 0.5702262409031391, 0.5310565326362848, 0.5048821698874235, 0.46487180702388287, 0.4427098762243986, 0.41604373045265675, 0.3937909696251154, 0.36938146129250526, 0.3498266413807869, 0.3405956048518419, 0.3097760658711195, 0.29211918357759714, 0.27995549514889717, 0.2637486532330513, 0.2577176634222269]	[0.525, 0.623, 0.673, 0.688, 0.7115, 0.7515, 0.7525, 0.7905, 0.8, 0.816, 0.8325, 0.848, 0.87, 0.864, 0.8925, 0.8955, 0.907, 0.913, 0.911]	0.7141352591589558	[0.555, 0.575, 0.6, 0.61, 0.645, 0.625, 0.68, 0.68, 0.665, 0.715, 0.685, 0.68, 0.7, 0.71, 0.68, 0.705, 0.69, 0.705, 0.69]	0.6598639455782312	0.66	/home1/morph/botond/exps/hung/xlm_prev_next_two/0003
128	False	144019f3483686cda974b27cc2a027f88027b19d	SentenceProberDataset	/home1/morph/botond/hungarian_morph_probes/number_adj/Hungarian/dev.tsv	0.2	both	5	200	True	weighted_sum	False	[]	0	[50]	ReLU	SentenceRepresentationProber	xlm-roberta-base	833455442	Adam	{}	True	False	False	dev_acc	0	-2	True	True	first	False	0	1347088385	False	/home1/morph/botond/hungarian_morph_probes/number_adj/Hungarian/train.tsv	2000	False	0.78	[0.652401477098465, 0.612153023481369, 0.5794775485992432, 0.5435631275177002, 0.527057021856308, 0.5210636556148529, 0.49645164608955383, 0.48108191788196564, 0.5004857182502747, 0.4872879385948181, 0.4919525980949402, 0.49726270139217377, 0.504992812871933, 0.5186382830142975, 0.5293055474758148, 0.5369161367416382]	200	16		Tesla V100-PCIE-16GB	cn04	38565	0 days 00:00:17.750524	2021-11-14 18:27:25.819716	[0.5525, 0.6925, 0.719, 0.7565, 0.7795, 0.7975, 0.8235, 0.8385, 0.84, 0.8545, 0.8735, 0.8825, 0.89, 0.8975, 0.902, 0.9115]	[0.6816493757069111, 0.6264085657894611, 0.5749849043786526, 0.5275446083396673, 0.48562671802937984, 0.45031050965189934, 0.41488198563456535, 0.3848211858421564, 0.3599277399480343, 0.3385631814599037, 0.3150934325531125, 0.295112700201571, 0.2777261156588793, 0.2633523605763912, 0.24735136236995459, 0.23637645225971937]	[0.5525, 0.6925, 0.719, 0.7565, 0.7795, 0.7975, 0.8235, 0.8385, 0.84, 0.8545, 0.8735, 0.8825, 0.89, 0.8975, 0.902, 0.9115]	0.779205138498595	[0.595, 0.705, 0.74, 0.745, 0.74, 0.735, 0.78, 0.765, 0.76, 0.77, 0.775, 0.775, 0.765, 0.755, 0.75, 0.77]	0.7490967482938578	0.75	/home1/morph/botond/exps/hung/xlm_prev_next_two/0004
128	False	144019f3483686cda974b27cc2a027f88027b19d	SentenceProberDataset	/home1/morph/botond/hungarian_morph_probes/number_adj/Hungarian/dev.tsv	0.2	both	5	200	True	weighted_sum	False	[]	0	[50]	ReLU	SentenceRepresentationProber	xlm-roberta-base	278687546	Adam	{}	True	False	False	dev_acc	0	2	True	True	first	False	0	2088117393	False	/home1/morph/botond/hungarian_morph_probes/number_adj/Hungarian/train.tsv	2000	False	0.95	[0.47222815454006195, 0.36375798285007477, 0.3017445206642151, 0.2711279094219208, 0.2566671818494797, 0.2359674870967865, 0.22283635288476944, 0.22747257351875305, 0.21674587577581406, 0.2122129201889038, 0.2136109322309494, 0.20768781006336212, 0.21891773492097855, 0.22109293937683105, 0.22524821013212204, 0.2341400682926178, 0.23227684944868088]	200	17		Tesla V100-PCIE-16GB	cn04	38565	0 days 00:00:26.609970	2021-11-14 18:27:54.144190	[0.716, 0.8335, 0.8795, 0.9125, 0.927, 0.937, 0.952, 0.9545, 0.9635, 0.9735, 0.9755, 0.9805, 0.985, 0.987, 0.992, 0.9895, 0.9935]	[0.5704104322940111, 0.38672840408980846, 0.2950495360419154, 0.24010249227285385, 0.19928020471706986, 0.170102980453521, 0.1488681216724217, 0.13227950548753142, 0.11391222197562456, 0.09920698474161327, 0.08715035929344594, 0.07613890036009252, 0.06627957848832011, 0.05986955063417554, 0.05368305346928537, 0.046744704246520996, 0.04022094141691923]	[0.716, 0.8335, 0.8795, 0.9125, 0.927, 0.937, 0.952, 0.9545, 0.9635, 0.9735, 0.9755, 0.9805, 0.985, 0.987, 0.992, 0.9895, 0.9935]	0.9499799919967986	[0.81, 0.845, 0.87, 0.87, 0.885, 0.9, 0.92, 0.92, 0.945, 0.945, 0.945, 0.95, 0.94, 0.94, 0.935, 0.94, 0.945]	0.91	0.91	/home1/morph/botond/exps/hung/xlm_prev_next_two/0005
128	False	144019f3483686cda974b27cc2a027f88027b19d	SentenceProberDataset	/home1/morph/botond/hungarian_morph_probes/number_adj/Hungarian/dev.tsv	0.2	both	5	200	True	weighted_sum	False	[]	0	[50]	ReLU	SentenceRepresentationProber	xlm-roberta-base	782513235	Adam	{}	True	False	False	dev_acc	0	-2	True	True	last	False	0	1398715869	False	/home1/morph/botond/hungarian_morph_probes/number_adj/Hungarian/train.tsv	2000	False	0.915	[0.5474483072757721, 0.401373028755188, 0.33532702922821045, 0.31234481930732727, 0.3028117045760155, 0.3099718540906906, 0.30989115685224533, 0.31805519759655, 0.316803902387619, 0.339778870344162, 0.3413253575563431, 0.3580797016620636, 0.3707525432109833, 0.38188856840133667, 0.3804466426372528, 0.3958429992198944, 0.42010733485221863]	200	17		Tesla V100-PCIE-16GB	cn04	38565	0 days 00:00:19.435700	2021-11-14 18:28:31.099454	[0.6535, 0.789, 0.87, 0.9075, 0.924, 0.9325, 0.9475, 0.9565, 0.963, 0.9695, 0.9715, 0.9785, 0.9805, 0.9815, 0.984, 0.9865, 0.9885]	[0.6423701830208302, 0.4975045397877693, 0.3731696233153343, 0.2864405307918787, 0.23532159440219402, 0.19775384105741978, 0.1689857691526413, 0.14863243093714118, 0.1353582930751145, 0.11820607678964734, 0.10977661749348044, 0.09568964131176472, 0.08876959374174476, 0.08086161315441132, 0.07397088268771768, 0.0676217928994447, 0.06185240368358791]	[0.6535, 0.789, 0.87, 0.9075, 0.924, 0.9325, 0.9475, 0.9565, 0.963, 0.9695, 0.9715, 0.9785, 0.9805, 0.9815, 0.984, 0.9865, 0.9885]	0.9149808706959066	[0.75, 0.87, 0.87, 0.865, 0.89, 0.88, 0.895, 0.905, 0.905, 0.9, 0.91, 0.915, 0.91, 0.9, 0.91, 0.905, 0.9]	0.8898237179487178	0.89	/home1/morph/botond/exps/hung/xlm_prev_next_two/0006
128	False	144019f3483686cda974b27cc2a027f88027b19d	SentenceProberDataset	/home1/morph/botond/hungarian_morph_probes/number_adj/Hungarian/dev.tsv	0.2	both	5	200	True	weighted_sum	False	[]	0	[50]	ReLU	SentenceRepresentationProber	xlm-roberta-base	888678943	Adam	{}	True	False	False	dev_acc	0	2	True	True	last	False	0	238903352	False	/home1/morph/botond/hungarian_morph_probes/number_adj/Hungarian/train.tsv	2000	False	0.845	[0.5064493417739868, 0.4595933258533478, 0.4330373853445053, 0.4211893379688263, 0.4214027374982834, 0.42003031075000763, 0.4212251305580139, 0.4164462089538574, 0.42131902277469635, 0.44902969896793365, 0.4463752955198288, 0.4410358965396881, 0.4706610441207886, 0.4432959407567978, 0.456131175160408, 0.46319161355495453, 0.47144393622875214, 0.4712812900543213, 0.4906252771615982, 0.5123504847288132, 0.49225078523159027, 0.4968274235725403, 0.545498862862587]	200	23		Tesla V100-PCIE-16GB	cn04	38565	0 days 00:00:13.194279	2021-11-14 18:28:57.657958	[0.644, 0.747, 0.792, 0.835, 0.861, 0.8875, 0.9055, 0.92, 0.9225, 0.9375, 0.944, 0.9525, 0.958, 0.9635, 0.971, 0.9735, 0.9765, 0.9805, 0.981, 0.9795, 0.9825, 0.982, 0.982]	[0.6258510909974575, 0.5235409755259752, 0.4543089494109154, 0.3936225827783346, 0.345161696895957, 0.3037062752991915, 0.2683815723285079, 0.2424674667418003, 0.2191134225577116, 0.19823600072413683, 0.17865278339013457, 0.16045860340818763, 0.1480924845673144, 0.13405590457841754, 0.12116612447425723, 0.11049608676694334, 0.10172106139361858, 0.09090091404505074, 0.0857719958294183, 0.08356076991185546, 0.07607837207615376, 0.0701704416424036, 0.06619082926772535]	[0.644, 0.747, 0.792, 0.835, 0.861, 0.8875, 0.9055, 0.92, 0.9225, 0.9375, 0.944, 0.9525, 0.958, 0.9635, 0.971, 0.9735, 0.9765, 0.9805, 0.981, 0.9795, 0.9825, 0.982, 0.982]	0.8446854881134297	[0.77, 0.815, 0.81, 0.82, 0.805, 0.81, 0.805, 0.82, 0.805, 0.805, 0.825, 0.825, 0.825, 0.84, 0.84, 0.835, 0.835, 0.845, 0.835, 0.825, 0.845, 0.84, 0.81]	0.8041726293590419	0.805	/home1/morph/botond/exps/hung/xlm_prev_next_two/0007
128	False	144019f3483686cda974b27cc2a027f88027b19d	SentenceProberDataset	/home1/morph/botond/hungarian_morph_probes/person_verb/Hungarian/dev.tsv	0.2	both	5	200	True	weighted_sum	False	[]	0	[50]	ReLU	SentenceRepresentationProber	xlm-roberta-base	102979392	Adam	{}	True	False	False	dev_acc	0	-2	True	True	first	False	0	733875637	False	/home1/morph/botond/hungarian_morph_probes/person_verb/Hungarian/train.tsv	2001	False	0.6268656716417911	[1.0592495203018188, 1.0272215008735657, 1.0000659823417664, 0.9728039503097534, 0.9577527642250061, 0.9551877677440643, 0.940864086151123, 0.940618634223938, 0.9470379650592804, 0.9295350611209869, 0.9372772574424744, 0.9542726874351501, 0.956914484500885, 0.9704163074493408, 0.986797034740448, 0.977461189031601]	201	16		Tesla V100-PCIE-16GB	cn04	38616	0 days 00:00:05.948783	2021-11-14 18:29:15.086336	[0.4057971014492754, 0.5297351324337831, 0.6011994002998501, 0.6286856571714143, 0.6701649175412294, 0.6921539230384808, 0.7236381809095452, 0.7481259370314842, 0.7591204397801099, 0.7786106946526736, 0.7791104447776112, 0.7931034482758621, 0.8070964517741129, 0.8295852073963018, 0.8190904547726137, 0.8405797101449275]	[1.0756499245762825, 1.0123420767486095, 0.9429877959191799, 0.877172265201807, 0.806510541588068, 0.7505183517932892, 0.7017660364508629, 0.6548512987792492, 0.6180343180894852, 0.5867379307746887, 0.558998616412282, 0.5342845618724823, 0.5053825434297323, 0.48197208531200886, 0.46729219891130924, 0.44197225011885166]	[0.4057971014492754, 0.5297351324337831, 0.6011994002998501, 0.6286856571714143, 0.6701649175412294, 0.6921539230384808, 0.7236381809095452, 0.7481259370314842, 0.7591204397801099, 0.7786106946526736, 0.7791104447776112, 0.7931034482758621, 0.8070964517741129, 0.8295852073963018, 0.8190904547726137, 0.8405797101449275]	0.6276928767056803	[0.4228855721393035, 0.4975124378109453, 0.5174129353233831, 0.572139303482587, 0.5621890547263682, 0.5870646766169154, 0.5920398009950248, 0.6119402985074627, 0.6119402985074627, 0.6218905472636815, 0.6169154228855721, 0.6069651741293532, 0.6019900497512438, 0.6069651741293532, 0.5970149253731343, 0.6268656716417911]	0.5829375251790438	0.5920398009950248	/home1/morph/botond/exps/hung/xlm_prev_next_two/0008
128	False	144019f3483686cda974b27cc2a027f88027b19d	SentenceProberDataset	/home1/morph/botond/hungarian_morph_probes/person_verb/Hungarian/dev.tsv	0.2	both	5	200	True	weighted_sum	False	[]	0	[50]	ReLU	SentenceRepresentationProber	xlm-roberta-base	1322232686	Adam	{}	True	False	False	dev_acc	0	2	True	True	first	False	0	469720599	False	/home1/morph/botond/hungarian_morph_probes/person_verb/Hungarian/train.tsv	2001	False	0.8805970149253731	[0.7960504591464996, 0.5749834775924683, 0.4833044856786728, 0.4384014457464218, 0.4111007899045944, 0.3951229602098465, 0.3911426365375519, 0.3728850483894348, 0.36537329852581024, 0.36189231276512146, 0.37295883893966675, 0.3841764032840729, 0.3830224871635437, 0.39196719229221344, 0.4066411703824997]	201	15		Tesla V100-PCIE-16GB	cn04	38616	0 days 00:00:03.847209	2021-11-14 18:29:24.642738	[0.553223388305847, 0.7041479260369815, 0.7576211894052973, 0.8065967016491754, 0.8315842078960519, 0.8515742128935532, 0.8760619690154923, 0.8900549725137431, 0.8990504747626187, 0.9110444777611194, 0.9175412293853074, 0.9205397301349325, 0.9265367316341829, 0.9305347326336831, 0.9400299850074962]	[0.9910625480115414, 0.7519411630928516, 0.6078954190015793, 0.519983097910881, 0.46399074979126453, 0.4205102100968361, 0.3770276512950659, 0.3447478525340557, 0.3168970104306936, 0.2929414352402091, 0.2696809275075793, 0.2519304770976305, 0.23704124428331852, 0.22774068359285593, 0.20653987675905228]	[0.553223388305847, 0.7041479260369815, 0.7576211894052973, 0.8065967016491754, 0.8315842078960519, 0.8515742128935532, 0.8760619690154923, 0.8900549725137431, 0.8990504747626187, 0.9110444777611194, 0.9175412293853074, 0.9205397301349325, 0.9265367316341829, 0.9305347326336831, 0.9400299850074962]	0.8806410661522172	[0.7313432835820896, 0.7910447761194029, 0.8009950248756219, 0.8208955223880597, 0.8656716417910447, 0.835820895522388, 0.8507462686567164, 0.8706467661691543, 0.8706467661691543, 0.8756218905472637, 0.8805970149253731, 0.8507462686567164, 0.8656716417910447, 0.8557213930348259, 0.835820895522388]	0.8019830854476524	0.8009950248756219	/home1/morph/botond/exps/hung/xlm_prev_next_two/0009
