ID,Name,Value,Language
463,Q19_ANegQ_Truth-based confirmation,Yes,Croatian
464,Q20_ANegQ_Polarity-based confirmation,Yes,Croatian
465,Q21_ANegQ_Polarity-reversing particle,No,Croatian
466,Q22_ANegQ_Polarity-reversing answer by affirmative and special particle,No,Croatian
729,S01A1_ Existential constructions: locative PP obligatory?,Yes,Croatian
730,S01B1_Ex: Def Subj,No,Croatian
731,S01B2_Ex: PN Subj,Yes,Croatian
732,S01B3_Ex: Strong PRN Subj,Yes,Croatian
733,S01B4_Ex: Univ QP Subj,Yes,Croatian
728,S01_Existential constructions,Yes,Croatian
734,S02_1 Indef mass Ns (Subj) can be bare,Yes,Croatian
736,S02_2 Indef mass Ns (Subj) can have an article,No,Croatian
735,S02_3 Indef mass Ns (Subj) must have an article,No,Croatian
737,S03_1 Indef Sg count Ns (Subj) can be bare,Yes,Croatian
739,S03_2 Indef Sg count Ns (Subj) can have an article,No,Croatian
738,S03_3 Indef Sg count Ns (Subj) must have an article,No,Croatian
740,S04_1 Indef Pl Ns (Subj) can be bare,Yes,Croatian
742,S04_2 Indef Pl Ns (Subj) can have an article,Yes,Croatian
741,S04_3 Indef Pl Ns (Subj) must have an article,No,Croatian
838,S05_1 Def mass nouns (subject) can be bare,Yes,Croatian
839,S05_2 Def mass nouns (subject) can have an article,No,Croatian
840,S05_3 Def mass nouns (subject) must have an article,No,Croatian
841,S06_1 Def sg count nouns (subject) can be bare,Yes,Croatian
842,S06_2 Def sg count nouns (subject) can have an article,No,Croatian
843,S06_3 Def sg count nouns (subject) must have an article,No,Croatian
844,S07_1 Def pl nouns (subject) can be bare,Yes,Croatian
845,S07_2 Def pl nouns (subject) can have an article,No,Croatian
846,S07_3 Def pl nouns (subject) must have an article,No,Croatian
423,V2 01_Declarative Verb-Second,No,Croatian
424,V2 02_Interrogative Verb-Second,No,Croatian
374,V_Aux 01_Aux.Selection,No,Croatian
512,Voc_PN_01 Can be bare?,Yes,Croatian
514,Voc_PN_02 Can have an article,Yes,Croatian
513,Voc_PN_03 Must have an article?,No,Croatian
516,Voc_PN_04 Can have a special vocative marker?,Yes,Croatian
515,Voc_PN_05 Must have a special vocative marker?,Yes,Croatian
517,Voc_Pl_01 Can be bare?,Yes,Croatian
519,Voc_Pl_02 Can have an article?,No,Croatian
518,Voc_Pl_03 Must have an article?,No,Croatian
521,Voc_Pl_04 Can have a special vocative marker?,No,Croatian
520,Voc_Pl_05 Must have a special vocative marker?,Yes,Croatian
507,Voc_Sg_01 Can be bare?,No,Croatian
509,Voc_Sg_02 Can have an article?,No,Croatian
508,Voc_Sg_03 Must have an article?,No,Croatian
511,Voc_Sg_04 Can have a special vocative marker?,No,Croatian
510,Voc_Sg_05 Must have a special vocative marker?,Yes,Croatian
523,latlong,"45.100000,15.200000",Croatian
